time,regions,ch4
2109,JPK,3.8
2109,ANZ,14.0
2109,EEU,11.5
2109,FSU,112.9
2109,MDE,36.8
2109,CAM,20.1
2109,LAM,95.5
2109,SAS,55.3
2109,SEA,94.9
2109,CHI,136.3
2109,MAF,43.1
2109,SSA,65.1
2109,SIS,3.5
2110,USA,58.2
2110,CAN,10.5
2110,WEU,24.6
2110,JPK,3.9
2110,ANZ,14.0
2110,EEU,11.6
2110,FSU,113.4
2110,MDE,37.0
2110,CAM,20.2
2110,LAM,95.8
2110,SAS,55.6
2110,SEA,95.3
2110,CHI,136.9
2110,MAF,43.3
2110,SSA,65.3
2110,SIS,3.5
2111,USA,58.4
2111,CAN,10.5
2111,WEU,24.7
2111,JPK,3.9
2111,ANZ,14.1
2111,EEU,11.6
2111,FSU,113.8
2111,MDE,37.1
2111,CAM,20.3
2111,LAM,96.2
2111,SAS,55.8
2111,SEA,95.7
2111,CHI,137.4
2111,MAF,43.5
2111,SSA,65.6
2111,SIS,3.5
2112,USA,58.6
2112,CAN,10.5
2112,WEU,24.8
2112,JPK,3.9
2112,ANZ,14.2
2112,EEU,11.7
2112,FSU,114.3
2112,MDE,37.3
2112,CAM,20.4
2112,LAM,96.6
2112,SAS,56.0
2112,SEA,96.1
2112,CHI,138.0
2112,MAF,43.7
2112,SSA,65.9
2112,SIS,3.5
2113,USA,58.9
2113,CAN,10.6
2113,WEU,24.9
2113,JPK,3.9
2113,ANZ,14.2
2113,EEU,11.7
2113,FSU,114.8
2113,MDE,37.4
2113,CAM,20.5
2113,LAM,97.0
2113,SAS,56.2
2113,SEA,96.5
2113,CHI,138.5
2113,MAF,43.8
2113,SSA,66.1
2113,SIS,3.5
2114,USA,59.1
2114,CAN,10.6
2114,WEU,25.0
2114,JPK,3.9
2114,ANZ,14.3
2114,EEU,11.8
2114,FSU,115.2
2114,MDE,37.6
2114,CAM,20.5
2114,LAM,97.4
2114,SAS,56.5
2114,SEA,96.9
2114,CHI,139.1
2114,MAF,44.0
2114,SSA,66.4
2114,SIS,3.5
2115,USA,59.3
2115,CAN,10.7
2115,WEU,25.1
2115,JPK,3.9
2115,ANZ,14.3
2115,EEU,11.8
2115,FSU,115.7
2115,MDE,37.7
2115,CAM,20.6
2115,LAM,97.8
2115,SAS,56.7
2115,SEA,97.3
2115,CHI,139.6
2115,MAF,44.2
2115,SSA,66.7
2115,SIS,3.6
2116,USA,59.6
2116,CAN,10.7
2116,WEU,25.2
2116,JPK,3.9
2116,ANZ,14.4
2116,EEU,11.9
2116,FSU,116.2
2116,MDE,37.9
2116,CAM,20.7
2116,LAM,98.2
2116,SAS,56.9
2116,SEA,97.6
2116,CHI,140.2
2116,MAF,44.4
2116,SSA,66.9
2116,SIS,3.6
2117,USA,59.8
2117,CAN,10.8
2117,WEU,25.3
2117,JPK,4.0
2117,ANZ,14.4
2117,EEU,11.9
2117,FSU,116.6
2117,MDE,38.0
2117,CAM,20.8
2117,LAM,98.6
2117,SAS,57.2
2117,SEA,98.0
2117,CHI,140.7
2117,MAF,44.5
2117,SSA,67.2
2117,SIS,3.6
2118,USA,60.0
2118,CAN,10.8
2118,WEU,25.4
2118,JPK,4.0
2118,ANZ,14.5
2118,EEU,11.9
2118,FSU,117.1
2118,MDE,38.2
2118,CAM,20.9
2118,LAM,99.0
2118,SAS,57.4
2118,SEA,98.4
2118,CHI,141.3
2118,MAF,44.7
2118,SSA,67.5
2118,SIS,3.6
2119,USA,60.3
2119,CAN,10.8
2119,WEU,25.5
2119,JPK,4.0
2119,ANZ,14.6
2119,EEU,12.0
2119,FSU,117.5
2119,MDE,38.3
2119,CAM,21.0
2119,LAM,99.3
2119,SAS,57.6
2119,SEA,98.8
2119,CHI,141.9
2119,MAF,44.9
2119,SSA,67.7
2119,SIS,3.6
2120,USA,60.5
2120,CAN,10.9
2120,WEU,25.6
2120,JPK,4.0
2120,ANZ,14.6
2120,EEU,12.0
2120,FSU,118.0
2120,MDE,38.5
2120,CAM,21.0
2120,LAM,99.7
2120,SAS,57.8
2120,SEA,99.2
2120,CHI,142.4
2120,MAF,45.1
2120,SSA,68.0
2120,SIS,3.6
2121,USA,60.7
2121,CAN,10.9
2121,WEU,25.7
2121,JPK,4.0
2121,ANZ,14.7
2121,EEU,12.1
2121,FSU,118.5
2121,MDE,38.6
2121,CAM,21.1
2121,LAM,100.1
2121,SAS,58.1
2121,SEA,99.6
2121,CHI,143.0
2121,MAF,45.3
2121,SSA,68.3
2121,SIS,3.6
2122,USA,61.0
2122,CAN,11.0
2122,WEU,25.8
2122,JPK,4.0
2122,ANZ,14.7
2122,EEU,12.1
2122,FSU,118.9
2122,MDE,38.8
2122,CAM,21.2
2122,LAM,100.5
2122,SAS,58.3
2122,SEA,100.0
2122,CHI,143.5
2122,MAF,45.4
2122,SSA,68.5
2122,SIS,3.7
2123,USA,61.2
2123,CAN,11.0
2123,WEU,25.9
2123,JPK,4.1
2123,ANZ,14.8
2123,EEU,12.2
2123,FSU,119.4
2123,MDE,38.9
2123,CAM,21.3
2123,LAM,100.9
2123,SAS,58.5
2123,SEA,100.4
2123,CHI,144.1
2123,MAF,45.6
2123,SSA,68.8
2123,SIS,3.7
2124,USA,61.5
2124,CAN,11.1
2124,WEU,26.0
2124,JPK,4.1
2124,ANZ,14.8
2124,EEU,12.2
2124,FSU,119.8
2124,MDE,39.1
2124,CAM,21.4
2124,LAM,101.3
2124,SAS,58.7
2124,SEA,100.7
2124,CHI,144.6
2124,MAF,45.8
2124,SSA,69.1
2124,SIS,3.7
2125,USA,61.7
2125,CAN,11.1
2125,WEU,26.1
2125,JPK,4.1
2125,ANZ,14.9
2125,EEU,12.3
2125,FSU,120.3
2125,MDE,39.2
2125,CAM,21.4
2125,LAM,101.7
2125,SAS,59.0
2125,SEA,101.1
2125,CHI,145.2
2125,MAF,46.0
2125,SSA,69.3
2125,SIS,3.7
2126,USA,61.9
2126,CAN,11.1
2126,WEU,26.2
2126,JPK,4.1
2126,ANZ,15.0
2126,EEU,12.3
2126,FSU,120.8
2126,MDE,39.4
2126,CAM,21.5
2126,LAM,102.1
2126,SAS,59.2
2126,SEA,101.5
2126,CHI,145.7
2126,MAF,46.1
2126,SSA,69.6
2126,SIS,3.7
2127,USA,62.2
2127,CAN,11.2
2127,WEU,26.3
2127,JPK,4.1
2127,ANZ,15.0
2127,EEU,12.4
2127,FSU,121.2
2127,MDE,39.5
2127,CAM,21.6
2127,LAM,102.5
2127,SAS,59.4
2127,SEA,101.9
2127,CHI,146.3
2127,MAF,46.3
2127,SSA,69.9
2127,SIS,3.7
2128,USA,62.4
2128,CAN,11.2
2128,WEU,26.4
2128,JPK,4.1
2128,ANZ,15.1
2128,EEU,12.4
2128,FSU,121.7
2128,MDE,39.7
2128,CAM,21.7
2128,LAM,102.9
2128,SAS,59.6
2128,SEA,102.3
2128,CHI,146.9
2128,MAF,46.5
2128,SSA,70.1
2128,SIS,3.7
2129,USA,62.6
2129,CAN,11.3
2129,WEU,26.5
2129,JPK,4.1
2129,ANZ,15.1
2129,EEU,12.5
2129,FSU,122.1
2129,MDE,39.8
2129,CAM,21.8
2129,LAM,103.2
2129,SAS,59.9
2129,SEA,102.7
2129,CHI,147.4
2129,MAF,46.7
2129,SSA,70.4
2129,SIS,3.8
2130,USA,62.9
2130,CAN,11.3
2130,WEU,26.6
2130,JPK,4.2
2130,ANZ,15.2
2130,EEU,12.5
2130,FSU,122.6
2130,MDE,40.0
2130,CAM,21.9
2130,LAM,103.6
2130,SAS,60.1
2130,SEA,103.1
2130,CHI,148.0
2130,MAF,46.8
2130,SSA,70.6
2130,SIS,3.8
2131,USA,63.1
2131,CAN,11.4
2131,WEU,26.7
2131,JPK,4.2
2131,ANZ,15.2
2131,EEU,12.6
2131,FSU,123.1
2131,MDE,40.1
2131,CAM,21.9
2131,LAM,104.0
2131,SAS,60.3
2131,SEA,103.5
2131,CHI,148.5
2131,MAF,47.0
2131,SSA,70.9
2131,SIS,3.8
2132,USA,63.3
2132,CAN,11.4
2132,WEU,26.8
2132,JPK,4.2
2132,ANZ,15.3
2132,EEU,12.6
2132,FSU,123.5
2132,MDE,40.3
2132,CAM,22.0
2132,LAM,104.4
2132,SAS,60.5
2132,SEA,103.8
2132,CHI,149.1
2132,MAF,47.2
2132,SSA,71.2
2132,SIS,3.8
2133,USA,63.6
2133,CAN,11.4
2133,WEU,26.9
2133,JPK,4.2
2133,ANZ,15.4
2133,EEU,12.7
2133,FSU,124.0
2133,MDE,40.4
2133,CAM,22.1
2133,LAM,104.8
2133,SAS,60.8
2133,SEA,104.2
2133,CHI,149.6
2133,MAF,47.4
2133,SSA,71.4
2133,SIS,3.8
2134,USA,63.8
2134,CAN,11.5
2134,WEU,27.0
2134,JPK,4.2
2134,ANZ,15.4
2134,EEU,12.7
2134,FSU,124.4
2134,MDE,40.6
2134,CAM,22.2
2134,LAM,105.2
2134,SAS,61.0
2134,SEA,104.6
2134,CHI,150.2
2134,MAF,47.5
2134,SSA,71.7
2134,SIS,3.8
2135,USA,64.1
2135,CAN,11.5
2135,WEU,27.1
2135,JPK,4.2
2135,ANZ,15.5
2135,EEU,12.7
2135,FSU,124.9
2135,MDE,40.7
2135,CAM,22.3
2135,LAM,105.6
2135,SAS,61.2
2135,SEA,105.0
2135,CHI,150.7
2135,MAF,47.7
2135,SSA,72.0
2135,SIS,3.8
2136,USA,64.3
2136,CAN,11.6
2136,WEU,27.2
2136,JPK,4.3
2136,ANZ,15.5
2136,EEU,12.8
2136,FSU,125.4
2136,MDE,40.9
2136,CAM,22.3
2136,LAM,106.0
2136,SAS,61.4
2136,SEA,105.4
2136,CHI,151.3
2136,MAF,47.9
2136,SSA,72.2
2136,SIS,3.9
2137,USA,64.5
2137,CAN,11.6
2137,WEU,27.3
2137,JPK,4.3
2137,ANZ,15.6
2137,EEU,12.8
2137,FSU,125.8
2137,MDE,41.0
2137,CAM,22.4
2137,LAM,106.4
2137,SAS,61.7
2137,SEA,105.8
2137,CHI,151.9
2137,MAF,48.1
2137,SSA,72.5
2137,SIS,3.9
2138,USA,64.8
2138,CAN,11.6
2138,WEU,27.4
2138,JPK,4.3
2138,ANZ,15.6
2138,EEU,12.9
2138,FSU,126.3
2138,MDE,41.2
2138,CAM,22.5
2138,LAM,106.7
2138,SAS,61.9
2138,SEA,106.2
2138,CHI,152.4
2138,MAF,48.2
2138,SSA,72.8
2138,SIS,3.9
2139,USA,65.0
2139,CAN,11.7
2139,WEU,27.5
2139,JPK,4.3
2139,ANZ,15.7
2139,EEU,12.9
2139,FSU,126.7
2139,MDE,41.3
2139,CAM,22.6
2139,LAM,107.1
2139,SAS,62.1
2139,SEA,106.5
2139,CHI,153.0
2139,MAF,48.4
2139,SSA,73.0
2139,SIS,3.9
2140,USA,65.2
2140,CAN,11.7
2140,WEU,27.6
2140,JPK,4.3
2140,ANZ,15.8
2140,EEU,13.0
2140,FSU,127.2
2140,MDE,41.5
2140,CAM,22.7
2140,LAM,107.5
2140,SAS,62.3
2140,SEA,106.9
2140,CHI,153.5
2140,MAF,48.6
2140,SSA,73.3
2140,SIS,3.9
2141,USA,65.5
2141,CAN,11.8
2141,WEU,27.7
2141,JPK,4.3
2141,ANZ,15.8
2141,EEU,13.0
2141,FSU,127.7
2141,MDE,41.6
2141,CAM,22.8
2141,LAM,107.9
2141,SAS,62.6
2141,SEA,107.3
2141,CHI,154.1
2141,MAF,48.8
2141,SSA,73.6
2141,SIS,3.9
2142,USA,65.7
2142,CAN,11.8
2142,WEU,27.8
2142,JPK,4.4
2142,ANZ,15.9
2142,EEU,13.1
2142,FSU,128.1
2142,MDE,41.8
2142,CAM,22.8
2142,LAM,108.3
2142,SAS,62.8
2142,SEA,107.7
2142,CHI,154.6
2142,MAF,48.9
2142,SSA,73.8
2142,SIS,3.9
2143,USA,65.9
2143,CAN,11.9
2143,WEU,27.9
2143,JPK,4.4
2143,ANZ,15.9
2143,EEU,13.1
2143,FSU,128.6
2143,MDE,41.9
2143,CAM,22.9
2143,LAM,108.7
2143,SAS,63.0
2143,SEA,108.1
2143,CHI,155.2
2143,MAF,49.1
2143,SSA,74.1
2143,SIS,4.0
2144,USA,66.2
2144,CAN,11.9
2144,WEU,28.0
2144,JPK,4.4
2144,ANZ,16.0
2144,EEU,13.2
2144,FSU,129.0
2144,MDE,42.1
2144,CAM,23.0
2144,LAM,109.1
2144,SAS,63.2
2144,SEA,108.5
2144,CHI,155.7
2144,MAF,49.3
2144,SSA,74.4
2144,SIS,4.0
2145,USA,66.4
2145,CAN,11.9
2145,WEU,28.1
2145,JPK,4.4
2145,ANZ,16.0
2145,EEU,13.2
2145,FSU,129.5
2145,MDE,42.2
2145,CAM,23.1
2145,LAM,109.5
2145,SAS,63.5
2145,SEA,108.9
2145,CHI,156.3
2145,MAF,49.5
2145,SSA,74.6
2145,SIS,4.0
2146,USA,66.7
2146,CAN,12.0
2146,WEU,28.2
2146,JPK,4.4
2146,ANZ,16.1
2146,EEU,13.3
2146,FSU,130.0
2146,MDE,42.4
2146,CAM,23.2
2146,LAM,109.9
2146,SAS,63.7
2146,SEA,109.3
2146,CHI,156.9
2146,MAF,49.6
2146,SSA,74.9
2146,SIS,4.0
2147,USA,66.9
2147,CAN,12.0
2147,WEU,28.3
2147,JPK,4.4
2147,ANZ,16.1
2147,EEU,13.3
2147,FSU,130.4
2147,MDE,42.5
2147,CAM,23.3
2147,LAM,110.2
2147,SAS,63.9
2147,SEA,109.6
2147,CHI,157.4
2147,MAF,49.8
2147,SSA,75.2
2147,SIS,4.0
2148,USA,67.1
2148,CAN,12.1
2148,WEU,28.4
2148,JPK,4.4
2148,ANZ,16.2
2148,EEU,13.4
2148,FSU,130.9
2148,MDE,42.7
2148,CAM,23.3
2148,LAM,110.6
2148,SAS,64.1
2148,SEA,110.0
2148,CHI,158.0
2148,MAF,50.0
2148,SSA,75.4
2148,SIS,4.0
2149,USA,67.4
2149,CAN,12.1
2149,WEU,28.5
2149,JPK,4.5
2149,ANZ,16.3
2149,EEU,13.4
2149,FSU,131.3
2149,MDE,42.8
2149,CAM,23.4
2149,LAM,111.0
2149,SAS,64.4
2149,SEA,110.4
2149,CHI,158.5
2149,MAF,50.2
2149,SSA,75.7
2149,SIS,4.0
2150,USA,67.6
2150,CAN,12.2
2150,WEU,28.6
2150,JPK,4.5
2150,ANZ,16.3
2150,EEU,13.5
2150,FSU,131.8
2150,MDE,43.0
2150,CAM,23.5
2150,LAM,111.4
2150,SAS,64.6
2150,SEA,110.8
2150,CHI,159.1
2150,MAF,50.4
2150,SSA,76.0
2150,SIS,4.0
2151,USA,67.8
2151,CAN,12.2
2151,WEU,28.7
2151,JPK,4.5
2151,ANZ,16.4
2151,EEU,13.5
2151,FSU,132.3
2151,MDE,43.1
2151,CAM,23.6
2151,LAM,111.8
2151,SAS,64.8
2151,SEA,111.2
2151,CHI,159.6
2151,MAF,50.5
2151,SSA,76.2
2151,SIS,4.1
2152,USA,68.1
2152,CAN,12.2
2152,WEU,28.7
2152,JPK,4.5
2152,ANZ,16.4
2152,EEU,13.5
2152,FSU,132.7
2152,MDE,43.3
2152,CAM,23.7
2152,LAM,112.2
2152,SAS,65.0
2152,SEA,111.6
2152,CHI,160.2
2152,MAF,50.7
2152,SSA,76.5
2152,SIS,4.1
2153,USA,68.3
2153,CAN,12.3
2153,WEU,28.8
2153,JPK,4.5
2153,ANZ,16.5
2153,EEU,13.6
2153,FSU,133.2
2153,MDE,43.4
2153,CAM,23.7
2153,LAM,112.6
2153,SAS,65.3
2153,SEA,112.0
2153,CHI,160.7
2153,MAF,50.9
2153,SSA,76.7
2153,SIS,4.1
2154,USA,68.5
2154,CAN,12.3
2154,WEU,28.9
2154,JPK,4.5
2154,ANZ,16.5
2154,EEU,13.6
2154,FSU,133.6
2154,MDE,43.6
2154,CAM,23.8
2154,LAM,113.0
2154,SAS,65.5
2154,SEA,112.4
2154,CHI,161.3
2154,MAF,51.1
2154,SSA,77.0
2154,SIS,4.1
2155,USA,68.8
2155,CAN,12.4
2155,WEU,29.0
2155,JPK,4.6
2155,ANZ,16.6
2155,EEU,13.7
2155,FSU,134.1
2155,MDE,43.7
2155,CAM,23.9
2155,LAM,113.4
2155,SAS,65.7
2155,SEA,112.7
2155,CHI,161.9
2155,MAF,51.2
2155,SSA,77.3
2155,SIS,4.1
2156,USA,69.0
2156,CAN,12.4
2156,WEU,29.1
2156,JPK,4.6
2156,ANZ,16.7
2156,EEU,13.7
2156,FSU,134.6
2156,MDE,43.9
2156,CAM,24.0
2156,LAM,113.7
2156,SAS,65.9
2156,SEA,113.1
2156,CHI,162.4
2156,MAF,51.4
2156,SSA,77.5
2156,SIS,4.1
2157,USA,69.2
2157,CAN,12.5
2157,WEU,29.2
2157,JPK,4.6
2157,ANZ,16.7
2157,EEU,13.8
2157,FSU,135.0
2157,MDE,44.0
2157,CAM,24.1
2157,LAM,114.1
2157,SAS,66.2
2157,SEA,113.5
2157,CHI,163.0
2157,MAF,51.6
2157,SSA,77.8
2157,SIS,4.1
2158,USA,69.5
2158,CAN,12.5
2158,WEU,29.3
2158,JPK,4.6
2158,ANZ,16.8
2158,EEU,13.8
2158,FSU,135.5
2158,MDE,44.2
2158,CAM,24.2
2158,LAM,114.5
2158,SAS,66.4
2158,SEA,113.9
2158,CHI,163.5
2158,MAF,51.8
2158,SSA,78.1
2158,SIS,4.2
2159,USA,69.7
2159,CAN,12.5
2159,WEU,29.4
2159,JPK,4.6
2159,ANZ,16.8
2159,EEU,13.9
2159,FSU,135.9
2159,MDE,44.3
2159,CAM,24.2
2159,LAM,114.9
2159,SAS,66.6
2159,SEA,114.3
2159,CHI,164.1
2159,MAF,51.9
2159,SSA,78.3
2159,SIS,4.2
2160,USA,70.0
2160,CAN,12.6
2160,WEU,29.5
2160,JPK,4.6
2160,ANZ,16.9
2160,EEU,13.9
2160,FSU,136.4
2160,MDE,44.5
2160,CAM,24.3
2160,LAM,115.3
2160,SAS,66.9
2160,SEA,114.7
2160,CHI,164.6
2160,MAF,52.1
2160,SSA,78.6
2160,SIS,4.2
2161,USA,70.2
2161,CAN,12.6
2161,WEU,29.6
2161,JPK,4.6
2161,ANZ,16.9
2161,EEU,14.0
2161,FSU,136.9
2161,MDE,44.6
2161,CAM,24.4
2161,LAM,115.7
2161,SAS,67.1
2161,SEA,115.1
2161,CHI,165.2
2161,MAF,52.3
2161,SSA,78.9
2161,SIS,4.2
2162,USA,70.4
2162,CAN,12.7
2162,WEU,29.7
2162,JPK,4.7
2162,ANZ,17.0
2162,EEU,14.0
2162,FSU,137.3
2162,MDE,44.8
2162,CAM,24.5
2162,LAM,116.1
2162,SAS,67.3
2162,SEA,115.4
2162,CHI,165.7
2162,MAF,52.5
2162,SSA,79.1
2162,SIS,4.2
2163,USA,70.7
2163,CAN,12.7
2163,WEU,29.8
2163,JPK,4.7
2163,ANZ,17.1
2163,EEU,14.1
2163,FSU,137.8
2163,MDE,44.9
2163,CAM,24.6
2163,LAM,116.5
2163,SAS,67.5
2163,SEA,115.8
2163,CHI,166.3
2163,MAF,52.6
2163,SSA,79.4
2163,SIS,4.2
2164,USA,70.9
2164,CAN,12.8
2164,WEU,29.9
2164,JPK,4.7
2164,ANZ,17.1
2164,EEU,14.1
2164,FSU,138.2
2164,MDE,45.1
2164,CAM,24.6
2164,LAM,116.9
2164,SAS,67.8
2164,SEA,116.2
2164,CHI,166.9
2164,MAF,52.8
2164,SSA,79.7
2164,SIS,4.2
2165,USA,71.1
2165,CAN,12.8
2165,WEU,30.0
2165,JPK,4.7
2165,ANZ,17.2
2165,EEU,14.2
2165,FSU,138.7
2165,MDE,45.2
2165,CAM,24.7
2165,LAM,117.2
2165,SAS,68.0
2165,SEA,116.6
2165,CHI,167.4
2165,MAF,53.0
2165,SSA,79.9
2165,SIS,4.3
2166,USA,71.4
2166,CAN,12.8
2166,WEU,30.1
2166,JPK,4.7
2166,ANZ,17.2
2166,EEU,14.2
2166,FSU,139.2
2166,MDE,45.4
2166,CAM,24.8
2166,LAM,117.6
2166,SAS,68.2
2166,SEA,117.0
2166,CHI,168.0
2166,MAF,53.2
2166,SSA,80.2
2166,SIS,4.3
2167,USA,71.6
2167,CAN,12.9
2167,WEU,30.2
2167,JPK,4.7
2167,ANZ,17.3
2167,EEU,14.3
2167,FSU,139.6
2167,MDE,45.5
2167,CAM,24.9
2167,LAM,118.0
2167,SAS,68.4
2167,SEA,117.4
2167,CHI,168.5
2167,MAF,53.3
2167,SSA,80.5
2167,SIS,4.3
2168,USA,71.8
2168,CAN,12.9
2168,WEU,30.3
2168,JPK,4.8
2168,ANZ,17.3
2168,EEU,14.3
2168,FSU,140.1
2168,MDE,45.7
2168,CAM,25.0
2168,LAM,118.4
2168,SAS,68.7
2168,SEA,117.8
2168,CHI,169.1
2168,MAF,53.5
2168,SSA,80.7
2168,SIS,4.3
2169,USA,72.1
2169,CAN,13.0
2169,WEU,30.4
2169,JPK,4.8
2169,ANZ,17.4
2169,EEU,14.3
2169,FSU,140.5
2169,MDE,45.8
2169,CAM,25.1
2169,LAM,118.8
2169,SAS,68.9
2169,SEA,118.2
2169,CHI,169.6
2169,MAF,53.7
2169,SSA,81.0
2169,SIS,4.3
2170,USA,72.3
2170,CAN,13.0
2170,WEU,30.5
2170,JPK,4.8
2170,ANZ,17.5
2170,EEU,14.4
2170,FSU,141.0
2170,MDE,46.0
2170,CAM,25.1
2170,LAM,119.2
2170,SAS,69.1
2170,SEA,118.5
2170,CHI,170.2
2170,MAF,53.9
2170,SSA,81.3
2170,SIS,4.3
2171,USA,72.6
2171,CAN,13.0
2171,WEU,30.6
2171,JPK,4.8
2171,ANZ,17.5
2171,EEU,14.4
2171,FSU,141.5
2171,MDE,46.1
2171,CAM,25.2
2171,LAM,119.6
2171,SAS,69.3
2171,SEA,118.9
2171,CHI,170.7
2171,MAF,54.0
2171,SSA,81.5
2171,SIS,4.3
2172,USA,72.8
2172,CAN,13.1
2172,WEU,30.7
2172,JPK,4.8
2172,ANZ,17.6
2172,EEU,14.5
2172,FSU,141.9
2172,MDE,46.3
2172,CAM,25.3
2172,LAM,120.0
2172,SAS,69.6
2172,SEA,119.3
2172,CHI,171.3
2172,MAF,54.2
2172,SSA,81.8
2172,SIS,4.4
2173,USA,73.0
2173,CAN,13.1
2173,WEU,30.8
2173,JPK,4.8
2173,ANZ,17.6
2173,EEU,14.5
2173,FSU,142.4
2173,MDE,46.4
2173,CAM,25.4
2173,LAM,120.4
2173,SAS,69.8
2173,SEA,119.7
2173,CHI,171.9
2173,MAF,54.4
2173,SSA,82.1
2173,SIS,4.4
2174,USA,73.3
2174,CAN,13.2
2174,WEU,30.9
2174,JPK,4.9
2174,ANZ,17.7
2174,EEU,14.6
2174,FSU,142.8
2174,MDE,46.6
2174,CAM,25.5
2174,LAM,120.7
2174,SAS,70.0
2174,SEA,120.1
2174,CHI,172.4
2174,MAF,54.6
2174,SSA,82.3
2174,SIS,4.4
2175,USA,73.5
2175,CAN,13.2
2175,WEU,31.0
2175,JPK,4.9
2175,ANZ,17.7
2175,EEU,14.6
2175,FSU,143.3
2175,MDE,46.7
2175,CAM,25.6
2175,LAM,121.1
2175,SAS,70.2
2175,SEA,120.5
2175,CHI,173.0
2175,MAF,54.7
2175,SSA,82.6
2175,SIS,4.4
2176,USA,73.7
2176,CAN,13.3
2176,WEU,31.1
2176,JPK,4.9
2176,ANZ,17.8
2176,EEU,14.7
2176,FSU,143.8
2176,MDE,46.9
2176,CAM,25.6
2176,LAM,121.5
2176,SAS,70.5
2176,SEA,120.9
2176,CHI,173.5
2176,MAF,54.9
2176,SSA,82.8
2176,SIS,4.4
2177,USA,74.0
2177,CAN,13.3
2177,WEU,31.2
2177,JPK,4.9
2177,ANZ,17.9
2177,EEU,14.7
2177,FSU,144.2
2177,MDE,47.0
2177,CAM,25.7
2177,LAM,121.9
2177,SAS,70.7
2177,SEA,121.3
2177,CHI,174.1
2177,MAF,55.1
2177,SSA,83.1
2177,SIS,4.4
2178,USA,74.2
2178,CAN,13.3
2178,WEU,31.3
2178,JPK,4.9
2178,ANZ,17.9
2178,EEU,14.8
2178,FSU,144.7
2178,MDE,47.2
2178,CAM,25.8
2178,LAM,122.3
2178,SAS,70.9
2178,SEA,121.6
2178,CHI,174.6
2178,MAF,55.3
2178,SSA,83.4
2178,SIS,4.4
2179,USA,74.4
2179,CAN,13.4
2179,WEU,31.4
2179,JPK,4.9
2179,ANZ,18.0
2179,EEU,14.8
2179,FSU,145.2
2179,MDE,47.3
2179,CAM,25.9
2179,LAM,122.7
2179,SAS,71.1
2179,SEA,122.0
2179,CHI,175.2
2179,MAF,55.5
2179,SSA,83.6
2179,SIS,4.5
2180,USA,74.7
2180,CAN,13.4
2180,WEU,31.5
2180,JPK,4.9
2180,ANZ,18.0
2180,EEU,14.9
2180,FSU,145.6
2180,MDE,47.5
2180,CAM,26.0
2180,LAM,123.1
2180,SAS,71.4
2180,SEA,122.4
2180,CHI,175.7
2180,MAF,55.6
2180,SSA,83.9
2180,SIS,4.5
2181,USA,74.9
2181,CAN,13.5
2181,WEU,31.6
2181,JPK,5.0
2181,ANZ,18.1
2181,EEU,14.9
2181,FSU,146.1
2181,MDE,47.7
2181,CAM,26.0
2181,LAM,123.5
2181,SAS,71.6
2181,SEA,122.8
2181,CHI,176.3
2181,MAF,55.8
2181,SSA,84.2
2181,SIS,4.5
2182,USA,75.2
2182,CAN,13.5
2182,WEU,31.7
2182,JPK,5.0
2182,ANZ,18.1
2182,EEU,15.0
2182,FSU,146.5
2182,MDE,47.8
2182,CAM,26.1
2182,LAM,123.9
2182,SAS,71.8
2182,SEA,123.2
2182,CHI,176.9
2182,MAF,56.0
2182,SSA,84.4
2182,SIS,4.5
2183,USA,75.4
2183,CAN,13.6
2183,WEU,31.8
2183,JPK,5.0
2183,ANZ,18.2
2183,EEU,15.0
2183,FSU,147.0
2183,MDE,48.0
2183,CAM,26.2
2183,LAM,124.3
2183,SAS,72.0
2183,SEA,123.6
2183,CHI,177.4
2183,MAF,56.2
2183,SSA,84.7
2183,SIS,4.5
2184,USA,75.6
2184,CAN,13.6
2184,WEU,31.9
2184,JPK,5.0
2184,ANZ,18.3
2184,EEU,15.1
2184,FSU,147.5
2184,MDE,48.1
2184,CAM,26.3
2184,LAM,124.6
2184,SAS,72.3
2184,SEA,124.0
2184,CHI,178.0
2184,MAF,56.3
2184,SSA,85.0
2184,SIS,4.5
2185,USA,75.9
2185,CAN,13.6
2185,WEU,32.0
2185,JPK,5.0
2185,ANZ,18.3
2185,EEU,15.1
2185,FSU,147.9
2185,MDE,48.3
2185,CAM,26.4
2185,LAM,125.0
2185,SAS,72.5
2185,SEA,124.3
2185,CHI,178.5
2185,MAF,56.5
2185,SSA,85.2
2185,SIS,4.5
2186,USA,76.1
2186,CAN,13.7
2186,WEU,32.1
2186,JPK,5.0
2186,ANZ,18.4
2186,EEU,15.1
2186,FSU,148.4
2186,MDE,48.4
2186,CAM,26.5
2186,LAM,125.4
2186,SAS,72.7
2186,SEA,124.7
2186,CHI,179.1
2186,MAF,56.7
2186,SSA,85.5
2186,SIS,4.6
2187,USA,76.3
2187,CAN,13.7
2187,WEU,32.2
2187,JPK,5.1
2187,ANZ,18.4
2187,EEU,15.2
2187,FSU,148.8
2187,MDE,48.6
2187,CAM,26.5
2187,LAM,125.8
2187,SAS,72.9
2187,SEA,125.1
2187,CHI,179.6
2187,MAF,56.9
2187,SSA,85.8
2187,SIS,4.6
2188,USA,76.6
2188,CAN,13.8
2188,WEU,32.3
2188,JPK,5.1
2188,ANZ,18.5
2188,EEU,15.2
2188,FSU,149.3
2188,MDE,48.7
2188,CAM,26.6
2188,LAM,126.2
