date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
2022-04-10,US,27636,256479054,58228,218377792,196854,571024553,,,36320,125321300,244018,333920088,,,19514,76006228,187697,212514135,,,2214,16897540,3213,18624625,,,,,,
2022-04-11,US,64521,256543575,52871,218430663,581063,571605616,,,32751,125354051,196519,334116607,,,18313,76024541,148740,212662875,,,1773,16899313,2509,18627134,,,,,,
2022-04-12,US,65736,256609311,90564,218521227,614934,572220550,,,55704,125409755,340411,334457018,,,30747,76055288,239790,212902665,,,3883,16903196,5102,18632236,,,,,,
2022-04-13,US,66240,256675551,101680,218622907,582265,572802815,,,65111,125474866,394620,334851638,,,31348,76086636,254439,213157104,,,4879,16908075,6425,18638661,,,,,,
2022-04-14,US,66972,256742523,84569,218707476,588942,573391757,,,53250,125528116,359733,335211371,,,27423,76114059,263077,213420181,,,3553,16911628,4988,18643649,,,,,,
2022-04-15,US,67724,256810247,33088,218740564,569041,573960798,,,22445,125550561,275450,335486821,,,14355,76128414,222107,213642288,,,-4001,16907627,-2963,18640686,,,,,,
2022-04-16,US,37158,256847405,115586,218856150,260460,574221258,,,70133,125620694,412609,335899430,,,38958,76167372,297097,213939385,,,6156,16913783,7783,18648469,,,,,,
2022-04-17,US,11948,256859353,51015,218907165,59589,574280847,,,32184,125652878,211059,336110489,,,16828,76184200,150937,214090322,,,1919,16915702,2645,18651114,,,,,,
2022-04-18,US,59900,256919253,30196,218937361,514214,574795061,,,19431,125672309,141927,336252416,,,9687,76193887,101239,214191561,,,1027,16916729,1496,18652610,,,,,,
2022-04-19,US,61872,256981125,59500,218996861,541899,575336960,,,37616,125709925,267499,336519915,,,19467,76213354,197510,214389071,,,2253,16918982,3107,18655717,,,,,,
2022-04-20,US,61309,257042434,50218,219047079,535059,575872019,,,31562,125741487,213503,336733418,,,16321,76229675,155737,214544808,,,2046,16921028,2983,18658700,,,,,,
2022-04-21,US,58844,257101278,112976,219160055,504359,576376378,,,70828,125812315,416057,337149475,,,35559,76265234,293533,214838341,,,6409,16927437,8382,18667082,,,,,,
2022-04-22,US,56812,257158090,48504,219208559,492521,576868899,,,29487,125841802,238937,337388412,,,16331,76281565,191509,215029850,,,2447,16929884,3232,18670314,,,,,,
2022-04-23,US,37329,257195419,71932,219280491,261198,577130097,,,44359,125886161,303148,337691560,,,24076,76305641,237930,215267780,,,3186,16933070,4750,18675064,,,,,,
2022-04-24,US,21085,257216504,57806,219338297,134250,577264347,,,36707,125922868,233520,337925080,,,18469,76324110,174161,215441941,,,2496,16935566,3539,18678603,,,,,,
2022-04-25,US,51024,257267528,32260,219370557,428585,577692932,,,21417,125944285,140964,338066044,,,9613,76333723,91636,215533577,,,1209,16936775,1630,18680233,,,,,,
2022-04-26,US,52841,257320369,52799,219423356,456748,578149680,,,33538,125977823,396445,338462489,,,17202,76350925,352788,215886365,,,1898,16938673,3232,18683465,,,,,,
2022-04-27,US,54814,257375183,60030,219483386,475391,578625071,,,36498,126014321,354605,338817094,,,19869,76370794,289766,216176131,,,3314,16941987,4336,18687801,,,,,,
2022-04-28,US,55436,257430619,66642,219550028,479367,579104438,,,40285,126054606,283718,339100812,,,22350,76393144,215870,216392001,,,3668,16945655,5336,18693137,,,,,,
2022-04-29,US,59094,257489713,60100,219610128,512261,579616699,,,36490,126091096,290746,339391558,,,19353,76412497,221744,216613745,,,4042,16949697,5505,18698642,,,,,,
2022-04-30,US,34184,257523897,65811,219675939,241993,579858692,,,41388,126132484,288329,339679887,,,20751,76433248,213871,216827616,,,3434,16953131,4623,18703265,,,,,,
2022-05-01,US,20658,257544555,53792,219729731,132280,579990972,,,32910,126165394,212757,339892644,,,18311,76451559,165640,216993256,,,2435,16955566,3332,18706597,,,,,,
2022-05-02,US,48606,257593161,48304,219778035,392916,580383888,,,31357,126196751,149159,340041803,,,13524,76465083,101290,217094546,,,3336,16958902,3998,18710595,,,,,,
2022-05-03,US,50597,257643758,71467,219849502,420674,580804562,,,43871,126240622,307755,340349558,,,24126,76489209,224492,217319038,,,3298,16962200,4331,18714926,,,,,,
2022-05-04,US,50878,257694636,52915,219902417,417648,581222210,,,31119,126271741,205945,340555503,,,17779,76506988,154878,217473916,,,3723,16965923,4805,18719731,,,,,,
2022-05-05,US,49774,257744410,0,219902417,411908,581634118,,,0,126271741,0,340555503,,,0,76506988,0,217473916,,,0,16965923,0,18719731,,,,,,
2022-05-06,US,54992,257799402,119759,220022176,455755,582089873,,,81095,126352836,565157,341120660,,,33543,76540531,364357,217838273,,,4518,16970441,6424,18726155,,,,,,
2022-05-07,US,30515,257829917,71679,220093855,207387,582297260,,,42961,126395797,270977,341391637,,,24753,76565284,203807,218042080,,,3667,16974108,5023,18731178,,,,,,
2022-05-08,US,16034,257845951,44206,220138061,91232,582388492,,,27610,126423407,176667,341568304,,,13953,76579237,123710,218165790,,,2574,16976682,3307,18734485,,,,,,
2022-05-09,US,47764,257893715,25823,220163884,390701,582779193,,,16571,126439978,124005,341692309,,,8258,76587495,86640,218252430,,,953,16977635,1288,18735773,,,,,,
2022-05-10,US,51524,257945239,59733,220223617,422032,583201225,,,38300,126478278,260215,341952524,,,18819,76606314,179087,218431517,,,2361,16979996,3152,18738925,,,,,,
2022-05-11,US,51392,257996631,64161,220287778,423786,583625011,,,41055,126519333,213579,342166103,,,18677,76624991,133875,218565392,,,4128,16984124,4900,18743825,,,,,,
2022-05-12,US,51386,258048017,173229,220461007,433993,584059004,,,108986,126628319,243765,342409868,,,73476,76698467,234556,218799948,,,-9134,16974990,-2924,18740901,,,,,,
2022-05-13,US,57909,258105926,41015,220502022,473401,584532405,,,28024,126656343,226698,342636566,,,12611,76711078,172667,218972615,,,244,16975234,1038,18741939,,,,,,
2022-05-14,US,33743,258139669,59417,220561439,239413,584771818,,,36633,126692976,255226,342891792,,,20072,76731150,201314,219173929,,,2435,16977669,3260,18745199,,,,,,
2022-05-15,US,20398,258160067,36262,220597701,130979,584902797,,,23268,126716244,168326,343060118,,,11703,76742853,123791,219297720,,,1181,16978850,1629,18746828,,,,,,
2022-05-16,US,50344,258210411,20914,220618615,387645,585290442,,,13656,126729900,100921,343161039,,,6659,76749512,68602,219366322,,,565,16979415,762,18747590,,,,,,
2022-05-17,US,52685,258263096,63408,220682023,410735,585701177,,,40447,126770347,292533,343453572,,,20412,76769924,210459,219576781,,,2370,16981785,3158,18750748,,,,,,
2022-05-18,US,53327,258316423,57322,220739345,420320,586121497,,,35168,126805515,235588,343689160,,,18258,76788182,167992,219744773,,,3679,16985464,4564,18755312,,,,,,
2022-05-19,US,54086,258370509,72089,220811434,441208,586562705,,,49873,126855388,272702,343961862,,,18642,76806824,186004,219930777,,,3222,16988686,4151,18759463,,,,,,
2022-05-20,US,61088,258431597,-191,220811243,512917,587075622,,,2368,126857756,139384,344101246,,,-1615,76805209,117802,220048579,,,-1051,16987635,-516,18758947,,,,,,
2022-05-21,US,35017,258466614,67189,220878432,269883,587345505,,,42722,126900478,293710,344394956,,,21074,76826283,210190,220258769,,,3195,16990830,4157,18763104,,,,,,
2022-05-22,US,21800,258488414,35710,220914142,153976,587499481,,,22721,126923199,168808,344563764,,,11600,76837883,121558,220380327,,,1307,16992137,1800,18764904,,,,,,
2022-05-23,US,54183,258542597,19828,220933970,437787,587937268,,,13365,126936564,108257,344672021,,,5968,76843851,60419,220440746,,,483,16992620,662,18765566,,,,,,
2022-05-24,US,52741,258595338,67644,221001614,428711,588365979,,,43448,126980012,345835,345017856,,,21843,76865694,230614,220671360,,,2111,16994731,2838,18768404,,,,,,
2022-05-25,US,52221,258647559,0,221001614,416007,588781986,,,0,126980012,0,345017856,,,0,76865694,0,220671360,,,0,16994731,0,18768404,,,,,,
2022-05-26,US,50482,258698041,126914,221128528,402890,589184876,,,82030,127062042,581245,345599101,,,37665,76903359,387039,221058399,,,6606,17001337,8370,18776774,,,,,,
2022-05-27,US,55984,258754025,61956,221190484,447339,589632215,,,41226,127103268,304401,345903502,,,17912,76921271,190708,221249107,,,2561,17003898,3289,18780063,,,,,,
2022-05-28,US,27768,258781793,0,221190484,201358,589833573,,,0,127103268,0,345903502,,,0,76921271,0,221249107,,,0,17003898,0,18780063,,,,,,
2022-05-29,US,17654,258799447,0,221190484,112768,589946341,,,0,127103268,0,345903502,,,0,76921271,0,221249107,,,0,17003898,0,18780063,,,,,,
2022-05-30,US,5946,258805393,0,221190484,31643,589977984,,,0,127103268,0,345903502,,,0,76921271,0,221249107,,,0,17003898,0,18780063,,,,,,
2022-05-31,US,50563,258855956,101876,221292360,375294,590353278,,,66456,127169724,520161,346423663,,,31659,76952930,326314,221575421,,,3525,17007423,4722,18784785,,,,,,
2022-06-01,US,49146,258905102,58184,221350544,370002,590723280,,,37303,127207027,284571,346708234,,,18538,76971468,173249,221748670,,,2167,17009590,2834,18787619,,,,,,
2022-06-02,US,47206,258952308,55623,221406167,360117,591083397,,,37521,127244548,245987,346954221,,,15666,76987134,151408,221900078,,,2054,17011644,2730,18790349,,,,,,
2022-06-03,US,52373,259004681,5169,221411336,401763,591485160,,,9031,127253579,159374,347113595,,,490,76987624,94673,221994751,,,-4456,17007188,-4121,18786228,,,,,,
2022-06-04,US,27365,259032046,53080,221464416,192047,591677207,,,34371,127287950,243785,347357380,,,16223,77003847,153140,222147891,,,2224,17009412,2978,18789206,,,,,,
2022-06-05,US,17274,259049320,27642,221492058,106983,591784190,,,18443,127306393,144217,347501597,,,8192,77012039,89608,222237499,,,934,17010346,1305,18790511,,,,,,
2022-06-06,US,45718,259095038,14939,221506997,319051,592103241,,,10298,127316691,79073,347580670,,,4182,77016221,41585,222279084,,,441,17010787,567,18791078,,,,,,
2022-06-07,US,44587,259139625,52556,221559553,317515,592420756,,,34851,127351542,267176,347847846,,,15431,77031652,152514,222431598,,,2044,17012831,2672,18793750,,,,,,
2022-06-08,US,45235,259184860,7539,221567092,321622,592742378,,,6615,127358157,124854,347972700,,,1871,77033523,74593,222506191,,,-827,17012004,-1245,18792505,,,,,,
2022-06-09,US,44103,259228963,33997,221601089,312386,593054764,,,24952,127383109,125120,348097820,,,9674,77043197,99843,222606034,,,-813,17011191,-1467,18791038,,,,,,
2022-06-10,US,47799,259276762,39710,221640799,346397,593401161,,,27179,127410288,225162,348322982,,,10879,77054076,136755,222742789,,,1470,17012661,2310,18793348,,,,,,
2022-06-11,US,25567,259302329,48194,221688993,162151,593563312,,,30660,127440948,213666,348536648,,,15221,77069297,136344,222879133,,,2117,17014778,2864,18796212,,,,,,
2022-06-12,US,15600,259317929,25664,221714657,86674,593649986,,,17215,127458163,127118,348663766,,,7191,77076488,74951,222954084,,,1144,17015922,1458,18797670,,,,,,
2022-06-13,US,40866,259358795,13076,221727733,268781,593918767,,,9348,127467511,68975,348732741,,,3369,77079857,34507,222988591,,,337,17016259,447,18798117,,,,,,
2022-06-14,US,42339,259401134,40470,221768203,277397,594196164,,,27038,127494549,191142,348923883,,,11747,77091604,109513,223098104,,,1523,17017782,1980,18800097,,,,,,
2022-06-15,US,41432,259442566,115129,221883332,282215,594478379,,,81345,127575894,355582,349279465,,,26342,77117946,210161,223308265,,,6960,17024742,8879,18808976,,,,,,
2022-06-16,US,41413,259483979,40820,221924152,279974,594758353,,,27218,127603112,180934,349460399,,,11226,77129172,101669,223409934,,,2050,17026792,2759,18811735,,,,,,
2022-06-17,US,43688,259527667,0,221924152,297875,595056228,,,0,127603112,0,349460399,,,0,77129172,0,223409934,,,0,17026792,0,18811735,,,,,,
2022-06-18,US,22898,259550565,0,221924152,131115,595187343,,,0,127603112,0,349460399,,,0,77129172,0,223409934,,,0,17026792,0,18811735,,,,,,
2022-06-19,US,11890,259562455,0,221924152,62298,595249641,,,0,127603112,0,349460399,,,0,77129172,0,223409934,,,0,17026792,0,18811735,,,,,,
2022-06-20,US,37230,259599685,0,221924152,234283,595483924,,,0,127603112,0,349460399,,,0,77129172,0,223409934,,,0,17026792,0,18811735,,,,,,
2022-06-21,US,51200,259650885,0,221924152,268151,595752075,,,0,127603112,0,349460399,,,0,77129172,0,223409934,,,0,17026792,0,18811735,,,,,,
2022-06-22,US,63170,259714055,0,221924152,283402,596035477,,,0,127603112,0,349460399,,,0,77129172,0,223409934,,,0,17026792,0,18811735,,,,,,
2022-06-23,US,69307,259783362,199071,222123223,284317,596319794,,,139713,127742825,923749,350384148,,,50703,77179875,528315,223938249,,,7523,17034315,13409,18825144,,,,,,
2022-06-24,US,77883,259861245,0,222123223,307298,596627092,,,0,127742825,0,350384148,,,0,77179875,0,223938249,,,0,17034315,0,18825144,,,,,,
2022-06-25,US,61190,259922435,0,222123223,161948,596789040,,,0,127742825,0,350384148,,,0,77179875,0,223938249,,,0,17034315,0,18825144,,,,,,
2022-06-26,US,24927,259947362,0,222123223,78723,596867763,,,0,127742825,0,350384148,,,0,77179875,0,223938249,,,0,17034315,0,18825144,,,,,,
2022-06-27,US,66554,260013916,0,222123223,251817,597119580,,,0,127742825,0,350384148,,,0,77179875,0,223938249,,,0,17034315,0,18825144,,,,,,
2022-06-28,US,70529,260084445,0,222123223,264587,597384167,,,0,127742825,0,350384148,,,0,77179875,0,223938249,,,0,17034315,0,18825144,,,,,,
2022-06-29,US,73830,260158275,0,222123223,270188,597654355,,,0,127742825,0,350384148,,,0,77179875,0,223938249,,,0,17034315,0,18825144,,,,,,
2022-06-30,US,76095,260234370,148175,222271398,278328,597932683,,,126591,127869416,1665237,352049385,,,-5514,77174361,818103,224756352,,,20602,17054917,-1712,18823432,,,,,,
2022-07-01,US,72737,260307107,0,222271398,275952,598208635,,,0,127869416,0,352049385,,,0,77174361,0,224756352,,,0,17054917,0,18823432,,,,,,
2022-07-02,US,31262,260338369,0,222271398,113951,598322586,,,0,127869416,0,352049385,,,0,77174361,0,224756352,,,0,17054917,0,18823432,,,,,,
2022-07-03,US,14825,260353194,0,222271398,58701,598381287,,,0,127869416,0,352049385,,,0,77174361,0,224756352,,,0,17054917,0,18823432,,,,,,
2022-07-04,US,3963,260357157,0,222271398,12858,598394145,,,0,127869416,0,352049385,,,0,77174361,0,224756352,,,0,17054917,0,18823432,,,,,,
2022-07-05,US,64536,260421693,0,222271398,250439,598644584,,,0,127869416,0,352049385,,,0,77174361,0,224756352,,,0,17054917,0,18823432,,,,,,
2022-07-06,US,68350,260490043,0,222271398,263985,598908569,,,0,127869416,0,352049385,,,0,77174361,0,224756352,,,0,17054917,0,18823432,,,,,,
2022-07-07,US,68638,260558681,184254,222455652,270657,599179226,,,127224,127996640,909946,352959331,,,48253,77222614,496774,225253126,,,7498,17062415,10108,18833540,,,,,,
2022-07-08,US,73371,260632052,0,222455652,304915,599484141,,,0,127996640,0,352959331,,,0,77222614,0,225253126,,,0,17062415,0,18833540,,,,,,
2022-07-09,US,39564,260671616,0,222455652,146567,599630708,,,0,127996640,0,352959331,,,0,77222614,0,225253126,,,0,17062415,0,18833540,,,,,,
2022-07-10,US,21233,260692849,0,222455652,77965,599708673,,,0,127996640,0,352959331,,,0,77222614,0,225253126,,,0,17062415,0,18833540,,,,,,
2022-07-11,US,59238,260752087,0,222455652,267698,599976371,,,0,127996640,0,352959331,,,0,77222614,0,225253126,,,0,17062415,0,18833540,,,,,,
2022-07-12,US,66884,260818971,0,222455652,298180,600274551,,,0,127996640,0,352959331,,,0,77222614,0,225253126,,,0,17062415,0,18833540,,,,,,
2022-07-13,US,69427,260888398,0,222455652,343056,600617607,,,0,127996640,0,352959331,,,0,77222614,0,225253126,,,0,17062415,0,18833540,,,,,,
2022-07-14,US,72219,260960617,226663,222682315,363702,600981309,,,156691,128153331,1050171,354009502,,,58611,77281225,567689,225820815,,,9170,17071585,9025,18842565,,,,,,
2022-07-15,US,78619,261039236,0,222682315,410708,601392017,,,0,128153331,0,354009502,,,0,77281225,0,225820815,,,0,17071585,0,18842565,,,,,,
2022-07-16,US,41215,261080451,0,222682315,211894,601603911,,,0,128153331,0,354009502,,,0,77281225,0,225820815,,,0,17071585,0,18842565,,,,,,
2022-07-17,US,21759,261102210,0,222682315,115356,601719267,,,0,128153331,0,354009502,,,0,77281225,0,225820815,,,0,17071585,0,18842565,,,,,,
2022-07-18,US,67034,261169244,0,222682315,357224,602076491,,,0,128153331,0,354009502,,,0,77281225,0,225820815,,,0,17071585,0,18842565,,,,,,
2022-07-19,US,70458,261239702,0,222682315,356577,602433068,,,0,128153331,0,354009502,,,0,77281225,0,225820815,,,0,17071585,0,18842565,,,,,,
2022-07-20,US,68464,261308166,0,222682315,340913,602773981,,,0,128153331,0,354009502,,,0,77281225,0,225820815,,,0,17071585,0,18842565,,,,,,
2022-07-21,US,68705,261376871,267879,222950194,359495,603133476,,,180599,128333930,1386820,355396322,,,75283,77356508,802609,226623424,,,9993,17081578,13194,18855759,,,,,,
2022-07-22,US,73876,261450747,0,222950194,408348,603541824,,,0,128333930,0,355396322,,,0,77356508,0,226623424,,,0,17081578,0,18855759,,,,,,
2022-07-23,US,38657,261489404,0,222950194,199731,603741555,,,0,128333930,0,355396322,,,0,77356508,0,226623424,,,0,17081578,0,18855759,,,,,,
2022-07-24,US,19527,261508931,0,222950194,98602,603840157,,,0,128333930,0,355396322,,,0,77356508,0,226623424,,,0,17081578,0,18855759,,,,,,
2022-07-25,US,60998,261569929,0,222950194,307087,604147244,,,0,128333930,0,355396322,,,0,77356508,0,226623424,,,0,17081578,0,18855759,,,,,,
2022-07-26,US,63626,261633555,0,222950194,316573,604463817,,,0,128333930,0,355396322,,,0,77356508,0,226623424,,,0,17081578,0,18855759,,,,,,
2022-07-27,US,61697,261695252,0,222950194,303858,604767675,,,0,128333930,0,355396322,,,0,77356508,0,226623424,,,0,17081578,0,18855759,,,,,,
2022-07-28,US,61070,261756322,295369,223245563,301875,605069550,,,156111,128490041,1347152,356743474,,,116025,77472533,831743,227455167,,,9057,17090635,12324,18868083,,,,,,
2022-07-29,US,63762,261820084,0,223245563,317506,605387056,,,0,128490041,0,356743474,,,0,77472533,0,227455167,,,0,17090635,0,18868083,,,,,,
2022-07-30,US,30843,261850927,0,223245563,138202,605525258,,,0,128490041,0,356743474,,,0,77472533,0,227455167,,,0,17090635,0,18868083,,,,,,
2022-07-31,US,15916,261866843,0,223245563,67924,605593182,,,0,128490041,0,356743474,,,0,77472533,0,227455167,,,0,17090635,0,18868083,,,,,,
2022-08-01,US,53044,261919887,0,223245563,236454,605829636,,,0,128490041,0,356743474,,,0,77472533,0,227455167,,,0,17090635,0,18868083,,,,,,
2022-08-02,US,56230,261976117,0,223245563,252708,606082344,,,0,128490041,0,356743474,,,0,77472533,0,227455167,,,0,17090635,0,18868083,,,,,,
2022-08-03,US,56209,262032326,0,223245563,247453,606329797,,,0,128490041,0,356743474,,,0,77472533,0,227455167,,,0,17090635,0,18868083,,,,,,
2022-08-04,US,55165,262087491,-209997,223035566,243094,606572891,,,-163622,128326419,405675,357149149,,,-4034,77468499,165865,227621032,,,-35705,17054930,-35241,18832842,,,,,,
2022-08-05,US,58006,262145497,0,223035566,260355,606833246,,,0,128326419,0,357149149,,,0,77468499,0,227621032,,,0,17054930,0,18832842,,,,,,
2022-08-06,US,28558,262174055,0,223035566,121612,606954858,,,0,128326419,0,357149149,,,0,77468499,0,227621032,,,0,17054930,0,18832842,,,,,,
2022-08-07,US,14756,262188811,0,223035566,62518,607017376,,,0,128326419,0,357149149,,,0,77468499,0,227621032,,,0,17054930,0,18832842,,,,,,
2022-08-08,US,49328,262238139,0,223035566,214580,607231956,,,0,128326419,0,357149149,,,0,77468499,0,227621032,,,0,17054930,0,18832842,,,,,,
2022-08-09,US,50681,262288820,0,223035566,221745,607453701,,,0,128326419,0,357149149,,,0,77468499,0,227621032,,,0,17054930,0,18832842,,,,,,
2022-08-10,US,48578,262337398,0,223035566,208090,607661791,,,0,128326419,0,357149149,,,0,77468499,0,227621032,,,0,17054930,0,18832842,,,,,,
2022-08-11,US,50364,262387762,421604,223457170,211314,607873105,,,231603,128558022,1205063,358354212,,,179012,77647511,702263,228323295,,,10035,17064965,12622,18845464,,,,,,
2022-08-12,US,53938,262441700,0,223457170,233133,608106238,,,0,128558022,0,358354212,,,0,77647511,0,228323295,,,0,17064965,0,18845464,,,,,,
2022-08-13,US,26060,262467760,0,223457170,104771,608211009,,,0,128558022,0,358354212,,,0,77647511,0,228323295,,,0,17064965,0,18845464,,,,,,
2022-08-14,US,13693,262481453,0,223457170,51536,608262545,,,0,128558022,0,358354212,,,0,77647511,0,228323295,,,0,17064965,0,18845464,,,,,,
2022-08-15,US,45217,262526670,0,223457170,191453,608453998,,,0,128558022,0,358354212,,,0,77647511,0,228323295,,,0,17064965,0,18845464,,,,,,
2022-08-16,US,46897,262573567,0,223457170,198519,608652517,,,0,128558022,0,358354212,,,0,77647511,0,228323295,,,0,17064965,0,18845464,,,,,,
2022-08-17,US,46588,262620155,0,223457170,195836,608848353,,,0,128558022,0,358354212,,,0,77647511,0,228323295,,,0,17064965,0,18845464,,,,,,
2022-08-18,US,45869,262666024,227825,223684995,188359,609036712,,,126992,128685014,935771,359289983,,,90709,77738220,470358,228793653,,,7939,17072904,10829,18856293,,,,,,
2022-08-19,US,49762,262715786,0,223684995,206429,609243141,,,0,128685014,0,359289983,,,0,77738220,0,228793653,,,0,17072904,0,18856293,,,,,,
2022-08-20,US,21658,262737444,0,223684995,84754,609327895,,,0,128685014,0,359289983,,,0,77738220,0,228793653,,,0,17072904,0,18856293,,,,,,
2022-08-21,US,11415,262748859,0,223684995,42373,609370268,,,0,128685014,0,359289983,,,0,77738220,0,228793653,,,0,17072904,0,18856293,,,,,,
2022-08-22,US,40130,262788989,0,223684995,160544,609530812,,,0,128685014,0,359289983,,,0,77738220,0,228793653,,,0,17072904,0,18856293,,,,,,
2022-08-23,US,41947,262830936,0,223684995,169560,609700372,,,0,128685014,0,359289983,,,0,77738220,0,228793653,,,0,17072904,0,18856293,,,,,,
2022-08-24,US,41851,262872787,28175,224190086,167850,609868222,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-25,US,41984,262914771,27720,224217806,163280,610031502,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26,US,43647,262958418,30756,224248562,173086,610204588,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-27,US,20119,262978537,14630,224263192,75458,610280046,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-28,US,10289,262988826,6896,224270088,36948,610316994,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-29,US,34095,263022921,22909,224292997,134548,610451542,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-30,US,36521,263059442,23005,224316002,139768,610591310,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-31,US,33751,263093193,18567,224334569,124415,610715725,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,US,27990,263121183,13503,224348072,83228,610798953,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-02,US,28199,263149382,13100,224361172,80061,610879014,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,US,11809,263161191,3362,224364534,47784,610926798,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-04,US,7787,263168978,953,224365487,35439,610962237,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-05,US,3078,263172056,664,224366151,9431,610971668,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-06,US,31309,263203365,1540,224367691,146708,611118376,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-07,US,46338,263249703,,,332953,611451329,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-08,US,45239,263294942,682696,224367691,343297,611794626,,,438998,129124012,2041617,361331600,,,211711,77949931,1006269,229799922,,,21619,17094523,25357,18881650,,,,,,
2022-09-09,US,51224,263346166,0,224367691,423264,612217890,,,0,129124012,0,361331600,,,0,77949931,0,229799922,,,0,17094523,0,18881650,,,,,,
2022-09-10,US,26248,263372414,0,224367691,228413,612446303,,,0,129124012,0,361331600,,,0,77949931,0,229799922,,,0,17094523,0,18881650,,,,,,
2022-09-11,US,15585,263387999,0,224367691,133692,612579995,,,0,129124012,0,361331600,,,0,77949931,0,229799922,,,0,17094523,0,18881650,,,,,,
2022-09-12,US,23997,263411996,0,224367691,182123,612762118,,,0,129124012,0,361331600,,,0,77949931,0,229799922,,,0,17094523,0,18881650,,,,,,
2022-09-13,US,3637,263415633,0,224367691,19002,612781120,,,0,129124012,0,361331600,,,0,77949931,0,229799922,,,0,17094523,0,18881650,,,,,,
2022-09-14,US,0,263103582,0,224367691,0,610686563,,,0,129124012,0,361331600,,,0,77949931,0,229799922,,,0,17094523,0,18881650,,,,,,
2022-09-15,US,0,263103582,0,224367691,0,610686563,,,0,129124012,0,361331600,,,0,77949931,0,229799922,,,0,17094523,0,18881650,,,,,,
2022-09-16,US,312051,263415633,269167,224636858,2094557,612781120,,,142817,129266829,1189495,362521095,,,100727,78050658,889447,230689369,,,5412,17099935,6637,18888287,,,,,,
